"","YEAR","COMPANY","PRICE","Sell","VOLUME","MARKET CAP","EARNINGS","COGS","SALES","CASH","INVESTMENTS","RECEIVABLE","INVENTORY","DEBTS","Name","Sector","CPALTT01USM657N_PC1","GDP","GDP_PC1","T10Y2Y","M1SL_PC1","M1SL","Earnings_next_year","PROFIT"
"313",2014,"GE",24.875,25.971152,1.0045e+10,249869375000,1.3057e+10,7.7141e+10,1.42937e+11,8.8555e+10,4.3981e+10,2.72442e+11,1.7325e+10,1.40298e+11,"General Electric","Industrials","-49.1","17550.688","4.2",2.1,"10.4","2815.1",1.5233e+10,4.40664120603015
"314",2013,"GE",22.19231,24.94231,1.0222e+10,226849772376,1.3641e+10,7.431e+10,1.44796e+11,7.7356e+10,4.851e+10,2.87489e+11,1.5374e+10,1.56948e+11,"General Electric","Industrials","-13.8","16843.196","3.6",2,"10.1","2549.6",1.3057e+10,12.3916798206225
"315",2012,"GE",19.25,23.04327,1.0523e+10,202567750000,1.4151e+10,6.8278e+10,1.42237e+11,8.4501e+10,4.7374e+10,3.0747e+11,1.3792e+10,1.80726e+11,"General Electric","Industrials","-40.8","16253.970","4.2",1.5,"15.2","2315.3",1.3641e+10,19.7052987012987
"316",2011,"GE",19.55769,19,10573017000,206783809997,1.1644e+10,7.1713e+10,1.50211e+11,7.8958e+10,4.3938e+10,3.37627e+11,1.1526e+10,1.28458e+11,"General Electric","Industrials","97.1","15599.732","3.7",2.3,"15.4","2010.2",1.4151e+10,-2.85151262751379
"317",2010,"GE",17.625,19.95192,10615376000,1.87096e+11,1.1025e+10,7.5921e+10,1.56783e+11,7.226e+10,5.1941e+10,3.59867e+11,1.1987e+10,1.33054e+11,"General Electric","Industrials","-44.8","15048.970","3.9",2.5,"6.4","1742.6",1.1644e+10,13.2023829787234
"318",2009,"GE",9.778846,15.67308,1.0614e+10,103792671444,1.741e+10,8.3772e+10,1.82515e+11,4.8187e+10,4.1446e+10,4.00018e+11,1.3674e+10,1.93695e+11,"General Electric","Industrials","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",1.1025e+10,60.2753535539879
"319",2008,"GE",36.95192,8.5,1.008e+10,372475383840,2.2208e+10,7.3125e+10,1.72738e+11,1.5747e+10,4.5428e+10,4.16446e+11,1.2897e+10,1.95101e+11,"General Electric","Industrials","-96.5","14769.862","2.0",1.7,"4.5","1434.7",1.741e+10,-76.9971357374664
"320",2007,"GE",33.93269,33.25,1.0182e+10,345502680126,2.0829e+10,7.411e+10,1.63391e+11,1.4275e+10,4.7826e+10,3.65226e+11,1.1401e+10,1.72153e+11,"General Electric","Industrials","59.1","14474.227","4.8",0.3,"-0.2","1373.1",2.2208e+10,-2.01189472452671
"321",2006,"GE",33.35577,34.67308,1.0359e+10,345532421430,1.6353e+10,6.6814e+10,1.49702e+11,9.011e+09,5.3144e+10,3.17257e+11,1.0474e+10,1.58156e+11,"General Electric","Industrials","-25.4","13815.583","6.0",0,"0.2","1375.2",2.0829e+10,3.94927174518831
"322",2005,"GE",34.10577,32.40385,1.057e+10,3.60498e+11,1.6593e+10,6.1759e+10,1.52363e+11,1.5328e+10,1.35536e+11,3.3318e+11,9.778e+09,1.57746e+11,"General Electric","Industrials","5.2","13039.197","6.7",0.4,"2.1","1372.2",1.6353e+10,-4.99012337208631
"323",2004,"GE",29.44231,34.67307,1.04e+10,3.062e+11,1.5002e+10,5.1206e+10,1.34187e+11,1.2664e+10,1.20724e+11,2.73359e+11,8.752e+09,1.34917e+11,"General Electric","Industrials","71.8","12217.196","6.6",1.9,"5.5","1344.6",1.6593e+10,17.766133160068
"324",2003,"GE",25.125,32.27885,1.0019e+10,251727375000,1.4118e+10,5.2856e+10,1.31698e+11,8.91e+09,1.16862e+11,2.53627e+11,9.247e+09,1.38775e+11,"General Electric","Industrials","-20.6","11456.450","4.8",2.4,"6.5","1274.1",1.5002e+10,28.4730348258706
"325",2002,"GE",35.86538,23.69231,9.947e+09,3.56753e+11,1.3684e+10,4.9097e+10,1.25913e+11,9.082e+09,1.01017e+11,2.22044e+11,8.565e+09,1.53076e+11,"General Electric","Industrials","52.1","10929.108","3.3",2,"4.9","1196.7",1.4118e+10,-33.9410038315501
"326",2001,"GE",40.19231,38.58654,9.932e+09,3.9919e+11,1.2735e+10,5.1823e+10,1.29853e+11,8.195e+09,9.1339e+10,1.88317e+11,7.812e+09,1.1918e+11,"General Electric","Industrials","-53.7","10581.929","3.2",1.2,"3.3","1140.2",1.3684e+10,-3.99521699548993
"327",2000,"GE",51.60257,44.56154,9.897e+09,510710595702,1.0717e+10,3.9267e+10,1.10832e+11,8.554e+09,8.1758e+10,1.75868e+11,7.007e+09,1.30346e+11,"General Electric","Industrials","25.8","10250.952","6.4",-0.2,"0.1","1103.7",1.2735e+10,-13.644727384702
"328",1999,"GE",35.77725,42.46314,9.834e+09,351833427330,9.296e+09,3.642e+10,9.982e+10,4.317e+09,0,1.54579e+11,6.049e+09,1.15378e+11,"General Electric","Industrials","65.9","9631.127","6.3",0.2,"2.0","1102.3",1.0717e+10,18.6875458566547
"329",2021,"GM",57.799999,0,1.45e+09,83809998550,6.427e+09,1.08813e+11,1.22485e+11,1.9992e+10,9.046e+09,3.4244e+10,1.0235e+10,3.6913e+10,"General Motors","Consumer Discretionary","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"330",2020,"GM",19.26,52.540001,1.433e+09,27599580000,6.732e+09,1.23265e+11,1.37237e+11,1.9069e+10,4.174e+09,3.3398e+10,1.0398e+10,3.74e+10,"General Motors","Consumer Discretionary","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",6.427e+09,172.793359293873
"331",2019,"GM",37.759998,32.56,1.424e+09,53770237152,8.014e+09,1.32954e+11,1.47049e+11,2.0844e+10,5.966e+09,3.3399e+10,9.816e+09,3.1891e+10,"General Motors","Consumer Discretionary","19.3","21372.582","4.1",0.2,"4.5","3844.3",6.732e+09,-13.7711818734736
"332",2018,"GM",35.759998,40.669999,1.411e+09,50457357178,-3.864e+09,1.25997e+11,1.45588e+11,1.5512e+10,8.313e+09,2.8685e+10,1.0663e+10,2.6965e+10,"General Motors","Consumer Discretionary","-9.3","20527.159","5.4",0.4,"4.4","3680.4",8.014e+09,13.73042862027
"333",2017,"GM",34.169998,38.930001,1.465e+09,50059047070,9.427e+09,1.45125e+11,1.6638e+11,1.296e+10,1.1841e+10,3.1703e+10,1.3788e+10,2.9028e+10,"General Motors","Consumer Discretionary","1.7","19479.623","4.2",0.9,"8.5","3523.9",-3.864e+09,13.9303578536938
"334",2016,"GM",30.469999,38.57,1.54e+09,46923798460,9.687e+09,1.34054e+11,1.52356e+11,1.5238e+10,8.163e+09,2.6388e+10,1.3764e+10,1.9562e+10,"General Motors","Consumer Discretionary","180.4","18695.106","2.7",1,"7.5","3248.5",9.427e+09,26.5835289328365
"335",2015,"GM",36.740002,31.09,1.586e+09,58269643172,3.949e+09,1.42121e+11,1.55929e+11,1.8954e+10,9.222e+09,2.5606e+10,1.3642e+10,1.4988e+10,"General Motors","Consumer Discretionary","-3.7","18206.024","3.7",1.5,"7.3","3021.8",9.687e+09,-15.3783388471236
"336",2014,"GM",34.34,38.510001,1.605e+09,55115700000,5.346e+09,1.37373e+11,1.55427e+11,2.0021e+10,8.972e+09,2.2813e+10,1.4039e+10,1.4158e+10,"General Motors","Consumer Discretionary","-49.1","17550.688","4.2",2.1,"10.4","2815.1",3.949e+09,12.1432760629004
"337",2013,"GM",27.8,36.21,1.393e+09,38725398607,6.188e+09,1.41443e+11,1.52256e+11,1.8422e+10,8.988e+09,1.4439e+10,1.4714e+10,4.868e+09,"General Motors","Consumer Discretionary","-13.8","16843.196","3.6",2,"10.1","2549.6",5.346e+09,30.2517985611511
"338",2012,"GM",26.76,27.21,1.566e+09,41906160000,9.19e+09,1.31171e+11,1.50276e+11,1.5499e+10,1.6148e+10,9.949e+09,1.4324e+10,1.682e+09,"General Motors","Consumer Discretionary","-40.8","16253.970","4.2",1.5,"15.2","2315.3",6.188e+09,1.68161434977578
"339",2011,"GM",32.41,26.47,1.536e+09,49781760000,6.172e+09,1.18792e+11,1.35592e+11,2.1061e+10,5.555e+09,8.699e+09,1.2125e+10,1.616e+09,"General Motors","Consumer Discretionary","97.1","15599.732","3.7",2.3,"15.4","2010.2",9.19e+09,-18.3276766430114
"340",2021,"GOOG",2137.75,0,323580000,691733145000,4.0269e+10,8.4732e+10,1.82527e+11,2.6465e+10,1.10229e+11,3.1384e+10,7.28e+08,0,"Alphabet (Class C)","Communication Services","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"341",2020,"GOOG",1105.619995,2081.51001,680816000,752723782515.92,3.4343e+10,7.1896e+10,1.61857e+11,1.8498e+10,1.01177e+11,2.7492e+10,9.99e+08,0,"Alphabet (Class C)","Communication Services","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",4.0269e+10,88.2663138703457
"342",2019,"GOOG",1194.430054,1389.109985,692596000,827257477680.184,3.0736e+10,5.9549e+10,1.36819e+11,1.6701e+10,9.2439e+10,2.1193e+10,1.107e+09,0,"Alphabet (Class C)","Communication Services","19.3","21372.582","4.1",0.2,"4.5","3844.3",3.4343e+10,16.2989812880244
"343",2018,"GOOG",1006.469971,1140.98999,695070104,699567187415.847,1.2662e+10,4.5583e+10,1.10855e+11,1.0715e+10,9.1156e+10,1.8705e+10,7.49e+08,0,"Alphabet (Class C)","Communication Services","-9.3","20527.159","5.4",0.4,"4.4","3680.4",3.0736e+10,13.3655273258024
"344",2017,"GOOG",838.549988,1069.52002,693048714,581155990808.115,1.9478e+10,3.5138e+10,9.0272e+10,1.2918e+10,7.3415e+10,1.4232e+10,2.68e+08,0,"Alphabet (Class C)","Communication Services","1.7","19479.623","4.2",0.9,"8.5","3523.9",1.2662e+10,27.5439789285406
"345",2016,"GOOG",749.909973,835.23999,687782486,515774945506.133,1.6348e+10,2.8164e+10,7.4989e+10,1.6549e+10,5.6517e+10,1.3909e+10,0,3e+09,"Alphabet (Class C)","Communication Services","180.4","18695.106","2.7",1,"7.5","3248.5",1.9478e+10,11.3787014538077
"346",2015,"GOOG",541.074463,718.809998,684811770,370534160708.83,1.4444e+10,2.5691e+10,6.6001e+10,1.8347e+10,4.6048e+10,1.1556e+10,0,1.999e+09,"Alphabet (Class C)","Communication Services","-3.7","18206.024","3.7",1.5,"7.3","3021.8",1.6348e+10,32.8486275280007
"347",2014,"GOOG",565.607117,569.775696,675935000,382313646629.395,1.292e+10,2.5858e+10,5.9825e+10,1.8898e+10,3.9819e+10,9.39e+09,4.26e+08,3e+09,"Alphabet (Class C)","Communication Services","-49.1","17550.688","4.2",2.1,"10.4","2815.1",1.4444e+10,0.737009644098948
"348",2013,"GOOG",399.0991,599.0994,665047610,265419896623,1.0737e+10,2.0634e+10,5.0175e+10,1.4778e+10,3.331e+10,8.585e+09,5.05e+08,2.549e+09,"Alphabet (Class C)","Communication Services","-13.8","16843.196","3.6",2,"10.1","2549.6",1.292e+10,50.1129418733342
"349",2012,"GOOG",322.2521,401.5898,653792515,2.10686e+11,9.737e+09,1.3188e+10,3.7905e+10,9.983e+09,3.4643e+10,6.172e+09,0,1.218e+09,"Alphabet (Class C)","Communication Services","-40.8","16253.970","4.2",1.5,"15.2","2315.3",1.0737e+10,24.6197619813804
"350",2011,"GOOG",294.795,310.0379,644931101,190122492296,8.505e+09,1.0417e+10,2.9321e+10,1.363e+10,2.1345e+10,5.002e+09,0,3.465e+09,"Alphabet (Class C)","Communication Services","97.1","15599.732","3.7",2.3,"15.4","2010.2",9.737e+09,5.17067792873012
"351",2010,"GOOG",283.338,299.2583,636786992,180425941277,6520448000,8844115000,23650563000,10197588000,14287187000,3201715000,0,0,"Alphabet (Class C)","Communication Services","-44.8","15048.970","3.9",2.5,"6.4","1742.6",8.505e+09,5.61883686621632
"352",2009,"GOOG",176.3839,265.3504,631829796,111444581441,4226858000,8621506000,21795550000,8656672000,7189099000,2642192000,0,0,"Alphabet (Class C)","Communication Services","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",6520448000,50.4391273806736
"353",2008,"GOOG",231.9855,162.9691,627310175,145526838255,4203720000,6649085000,16593986000,6081593000,8137020000,2307774000,0,0,"Alphabet (Class C)","Communication Services","-96.5","14769.862","2.0",1.7,"4.5","1434.7",4226858000,-29.7503076700915
"354",2007,"GOOG",228.4089,227.6567,621010279,141844259190,3077446000,4225027000,10604917000,3544671000,7699243000,1322340000,0,0,"Alphabet (Class C)","Communication Services","59.1","14474.227","4.8",0.3,"-0.2","1373.1",4203720000,-0.329321668288752
"355",2006,"GOOG",194.1224,223.2781,602246236,116909469667,1465397000,2571509000,6138560000,3877174000,4157073000,687976000,0,0,"Alphabet (Class C)","Communication Services","-25.4","13815.583","6.0",0,"0.2","1375.2",3077446000,15.0192352866027
"356",2005,"GOOG",89.68385,181.7189,551153966,49429607409,399119000,1457653000,3189223000,426873000,1705424000,382345000,0,1902000,"Alphabet (Class C)","Communication Services","5.2","13039.197","6.7",0.4,"2.1","1372.2",1465397000,102.621653731413
"357",2021,"GOOGL",2129.780029,0,300750000,640531343721.75,4.0269e+10,8.4732e+10,1.82527e+11,2.6465e+10,1.10229e+11,3.1384e+10,7.28e+08,0,"Alphabet (Class A)","Communication Services","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"358",2020,"GOOGL",1102.099976,2069.659912,680816000,750327297260.416,3.4343e+10,7.1896e+10,1.61857e+11,1.8498e+10,1.01177e+11,2.7492e+10,9.99e+08,0,"Alphabet (Class A)","Communication Services","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",4.0269e+10,87.7923924389959
"359",2019,"GOOGL",1198.97998,1386.319946,692596000,830408738228.08,3.0736e+10,5.9549e+10,1.36819e+11,1.6701e+10,9.2439e+10,2.1193e+10,1.107e+09,0,"Alphabet (Class A)","Communication Services","19.3","21372.582","4.1",0.2,"4.5","3844.3",3.4343e+10,15.6249452972518
"360",2018,"GOOGL",1012.630005,1148.52002,695070104,703848842888.87,1.2662e+10,4.5583e+10,1.10855e+11,1.0715e+10,9.1156e+10,1.8705e+10,7.49e+08,0,"Alphabet (Class A)","Communication Services","-9.3","20527.159","5.4",0.4,"4.4","3680.4",3.0736e+10,13.4195129839156
"361",2017,"GOOGL",856.75,1071.410034,693048714,593769485719.5,1.9478e+10,3.5138e+10,9.0272e+10,1.2918e+10,7.3415e+10,1.4232e+10,2.68e+08,0,"Alphabet (Class A)","Communication Services","1.7","19479.623","4.2",0.9,"8.5","3523.9",1.2662e+10,25.0551542456959
"362",2016,"GOOGL",769.669983,856.75,687782486,529365534307.318,1.6348e+10,2.8164e+10,7.4989e+10,1.6549e+10,5.6517e+10,1.3909e+10,0,3e+09,"Alphabet (Class A)","Communication Services","180.4","18695.106","2.7",1,"7.5","3248.5",1.9478e+10,11.3139421990425
"363",2015,"GOOGL",549.48999,742.169983,684811770,376297212649.182,1.4444e+10,2.5691e+10,6.6001e+10,1.8347e+10,4.6048e+10,1.1556e+10,0,1.999e+09,"Alphabet (Class A)","Communication Services","-3.7","18206.024","3.7",1.5,"7.3","3021.8",1.6348e+10,35.0652416798348
"364",2014,"GOOGL",568.013,575.02002,675935000,383939867155,1.292e+10,2.5858e+10,5.9825e+10,1.8898e+10,3.9819e+10,9.39e+09,4.26e+08,3e+09,"Alphabet (Class A)","Communication Services","-49.1","17550.688","4.2",2.1,"10.4","2815.1",1.4444e+10,1.23360204784046
"365",2013,"GOOGL",400.996,601.947,665047610,266681432750,1.0737e+10,2.0634e+10,5.0175e+10,1.4778e+10,3.331e+10,8.585e+09,5.05e+08,2.549e+09,"Alphabet (Class A)","Communication Services","-13.8","16843.196","3.6",2,"10.1","2549.6",1.292e+10,50.1129687079173
"366",2012,"GOOGL",323.7838,403.4985,653792515,211687413804,9.737e+09,1.3188e+10,3.7905e+10,9.983e+09,3.4643e+10,6.172e+09,0,1.218e+09,"Alphabet (Class A)","Communication Services","-40.8","16253.970","4.2",1.5,"15.2","2315.3",1.0737e+10,24.6197308203808
"367",2011,"GOOGL",296.1962,311.5115,644931101,191026140088,8.505e+09,1.0417e+10,2.9321e+10,1.363e+10,2.1345e+10,5.002e+09,0,3.465e+09,"Alphabet (Class A)","Communication Services","97.1","15599.732","3.7",2.3,"15.4","2010.2",9.737e+09,5.17066052839302
"368",2010,"GOOGL",284.6847,300.6807,636786992,181283508687,6520448000,8844115000,23650563000,10197588000,14287187000,3201715000,0,0,"Alphabet (Class A)","Communication Services","-44.8","15048.970","3.9",2.5,"6.4","1742.6",8.505e+09,5.61884779898603
"369",2009,"GOOGL",177.2222,266.6116,631829796,111974284796,4226858000,8621506000,21795550000,8656672000,7189099000,2642192000,0,0,"Alphabet (Class A)","Communication Services","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",6520448000,50.4391661992685
"370",2008,"GOOGL",233.0881,163.7437,627310175,146218529901,4203720000,6649085000,16593986000,6081593000,8137020000,2307774000,0,0,"Alphabet (Class A)","Communication Services","-96.5","14769.862","2.0",1.7,"4.5","1434.7",4226858000,-29.750296132664
"371",2007,"GOOGL",229.4945,228.7387,621010279,142518438506,3077446000,4225027000,10604917000,3544671000,7699243000,1322340000,0,0,"Alphabet (Class A)","Communication Services","59.1","14474.227","4.8",0.3,"-0.2","1373.1",4203720000,-0.32933251123665
"372",2006,"GOOGL",195.045,224.3393,602246236,117465143599,1465397000,2571509000,6138560000,3877174000,4157073000,687976000,0,0,"Alphabet (Class A)","Communication Services","-25.4","13815.583","6.0",0,"0.2","1375.2",3077446000,15.0192519674947
"373",2005,"GOOGL",90.11011,182.5826,551153966,49664542850,399119000,1457653000,3189223000,426873000,1705424000,382345000,0,1902000,"Alphabet (Class A)","Communication Services","5.2","13039.197","6.7",0.4,"2.1","1372.2",1465397000,102.621659212268
"374",2021,"GS",327.640015,0,339760000,111318971496.4,9.459e+09,0,4.4559e+10,1.55842e+11,0,1.28387e+11,0,6.6088e+10,"Goldman Sachs","Financials","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"375",2020,"GS",145.289993,333.670013,356400000,51781353505.2,8.466e+09,0,3.3274e+10,1.33546e+11,0,8.0404e+10,0,5.5611e+10,"Goldman Sachs","Financials","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",9.459e+09,129.657945540682
"376",2019,"GS",196.740005,214.070001,371600000,73108585858,1.0459e+10,0,3.3256e+10,1.30547e+11,0,8.7556e+10,0,5.0057e+10,"Goldman Sachs","Financials","19.3","21372.582","4.1",0.2,"4.5","3844.3",8.466e+09,8.80857759457716
"377",2018,"GS",247.350006,201.399997,385400000,95328692312.4,4.286e+09,0,2.9419e+10,1.10051e+11,0,9.4002e+10,0,6.1818e+10,"Goldman Sachs","Financials","-9.3","20527.159","5.4",0.4,"4.4","3680.4",1.0459e+10,-18.5769184901495
"378",2017,"GS",228.960007,259.779999,401600000,91950338811.2,7.398e+09,0,2.8053e+10,1.21711e+11,0,7.4921e+10,0,5.2383e+10,"Goldman Sachs","Financials","1.7","19479.623","4.2",0.9,"8.5","3523.9",4.286e+09,13.4608626213049
"379",2016,"GS",159.820007,255.310007,427400000,68307070991.8,6.083e+09,0,3.121e+10,7.5105e+10,0,8.2739e+10,0,5.702e+10,"Goldman Sachs","Financials","180.4","18695.106","2.7",1,"7.5","3248.5",7.398e+09,59.7484644084642
"380",2015,"GS",192.229996,157.249994,448900000,86292045204.4,8.477e+09,0,3.1738e+10,5.76e+10,0,1.03214e+11,0,6.01e+10,"Goldman Sachs","Financials","-3.7","18206.024","3.7",1.5,"7.3","3021.8",6.083e+09,-18.1969529875036
"381",2014,"GS",165.919998,194.089993,458900000,76140687082.2,8.04e+09,0,3.1654e+10,6.1133e+10,0,1.21295e+11,0,6.1982e+10,"Goldman Sachs","Financials","-49.1","17550.688","4.2",2.1,"10.4","2815.1",8.477e+09,16.978058907643
"382",2013,"GS",146.04,166.84,471300000,68828648701,7.475e+09,0,3.1455e+10,7.2669e+10,0,1.17208e+11,0,6.7349e+10,"Goldman Sachs","Financials","-13.8","16843.196","3.6",2,"10.1","2549.6",8.04e+09,14.2426732402082
"383",2012,"GS",124.9,152.45,496200000,61975380992,4.442e+09,0,2.6348e+10,5.6008e+10,0,8.2788e+10,0,7.8223e+10,"Goldman Sachs","Financials","-40.8","16253.970","4.2",1.5,"15.2","2315.3",7.475e+09,22.0576461168935
"384",2011,"GS",160.23,122.53,524600000,84056655902,8.354e+09,0,3.688e+10,3.9788e+10,0,8.8126e+10,0,7.2371e+10,"Goldman Sachs","Financials","97.1","15599.732","3.7",2.3,"15.4","2010.2",4.442e+09,-23.5286775260563
"385",2010,"GS",170.22,162.71,5.42e+08,92259240542,1.3385e+10,0,4.2875e+10,3.8291e+10,0,7.9584e+10,0,5.0447e+10,"Goldman Sachs","Financials","-44.8","15048.970","3.9",2.5,"6.4","1742.6",8.354e+09,-4.41193749265656
"386",2009,"GS",110.29,157.94,512300000,56501567512,2.322e+09,0,1.9224e+10,1.574e+10,0,1.03555e+11,0,7.3883e+10,"Goldman Sachs","Financials","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",1.3385e+10,43.2042796264394
"387",2008,"GS",176.86,87.787,4.37e+08,77287820437,1.1599e+10,0,4.3229e+10,1.1882e+10,0,1.56169e+11,0,1.03967e+11,"Goldman Sachs","Financials","-96.5","14769.862","2.0",1.7,"4.5","1434.7",2.322e+09,-50.3635644012213
"388",2007,"GS",205.65,166.48,4.33e+08,89046447402,9.537e+09,0,3.568e+10,6.293e+09,0,9.9449e+10,0,7.2194e+10,"Goldman Sachs","Financials","59.1","14474.227","4.8",0.3,"-0.2","1373.1",1.1599e+10,-19.0469243860929
"389",2006,"GS",158.12,201.06,4.49e+08,70995877755,5.626e+09,0,2.5238e+10,1.0261e+10,0,1.515e+10,0,5.5219e+10,"Goldman Sachs","Financials","-25.4","13815.583","6.0",0,"0.2","1375.2",9.537e+09,27.1565899316974
"390",2005,"GS",109.3,144.15,478100000,52256331434,4.553e+09,0,2.0951e+10,4.365e+09,0,1.4458e+10,0,5.4959e+10,"Goldman Sachs","Financials","5.2","13039.197","6.7",0.4,"2.1","1372.2",5.626e+09,31.8847209515096
"391",2004,"GS",106,111.02,489500000,5.1887e+10,3.005e+09,0,1.6023e+10,7.087e+09,0,9.197e+09,0,4.4202e+10,"Goldman Sachs","Financials","71.8","12217.196","6.6",1.9,"5.5","1344.6",4.553e+09,4.73584905660377
"392",2003,"GS",69.62,108.22,488400000,34002409465,2.114e+09,0,1.3986e+10,4.822e+09,0,5.779e+09,0,4.0638e+10,"Goldman Sachs","Financials","-20.6","11456.450","4.8",2.4,"6.5","1274.1",3.005e+09,55.4438379775926
"393",2002,"GS",88.47,68.62,495600000,43845732496,2.31e+09,0,1.5811e+10,6.909e+09,0,5.453e+09,0,3.7597e+10,"Goldman Sachs","Financials","52.1","10929.108","3.3",2,"4.9","1196.7",2.114e+09,-22.4369842884594
"394",2001,"GS",84.16,83.95,509700000,42896354039,3.067e+09,0,1.659e+10,4.736e+09,0,6.226e+09,0,3.3471e+10,"Goldman Sachs","Financials","-53.7","10581.929","3.2",1.2,"3.3","1140.2",2.31e+09,-0.24952471482889
"395",2000,"GS",105.5,92.09,484600000,51125300000,2.708e+09,0,1.3345e+10,3.055e+09,0,4.49e+09,0,3.7756e+10,"Goldman Sachs","Financials","25.8","10250.952","6.4",-0.2,"0.1","1103.7",3.067e+09,-12.7109004739336
"396",2021,"HD",307.75,0,1.06e+09,3.26215e+11,1.2866e+10,8.7257e+10,1.3211e+11,7.895e+09,0,2.992e+09,1.6627e+10,1.416e+09,"Home Depot","Consumer Discretionary","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"397",2020,"HD",178.630005,266.119995,1.074e+09,191848625370,1.1242e+10,7.2653e+10,1.10225e+11,2.133e+09,0,2.106e+09,1.4531e+10,2.813e+09,"Home Depot","Consumer Discretionary","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",1.2866e+10,48.9783281369779
"398",2019,"HD",195.639999,234.020002,1.093e+09,213834518907,1.1121e+10,7.1043e+10,1.08203e+11,1.778e+09,0,1.936e+09,1.3925e+10,2.395e+09,"Home Depot","Consumer Discretionary","19.3","21372.582","4.1",0.2,"4.5","3844.3",1.1242e+10,19.6176667328648
"399",2018,"HD",172.899994,188.259998,1.137e+09,196587293178,8.63e+09,6.6548e+10,1.00904e+11,3.595e+09,0,1.952e+09,1.2748e+10,2.761e+09,"Home Depot","Consumer Discretionary","-9.3","20527.159","5.4",0.4,"4.4","3680.4",1.1121e+10,8.8837504528774
"400",2017,"HD",146.619995,182.309999,1.178e+09,172718354110,7.957e+09,6.2282e+10,9.4595e+10,2.538e+09,0,2.029e+09,1.2549e+10,1.252e+09,"Home Depot","Consumer Discretionary","1.7","19479.623","4.2",0.9,"8.5","3523.9",8.63e+09,24.3418395969799
