"","YEAR","COMPANY","PRICE","Sell","VOLUME","MARKET CAP","EARNINGS","COGS","SALES","CASH","INVESTMENTS","RECEIVABLE","INVENTORY","DEBTS","Name","Sector","CPALTT01USM657N_PC1","GDP","GDP_PC1","T10Y2Y","M1SL_PC1","M1SL","Earnings_next_year","PROFIT"
"570",2008,"LMT",101.33,61.94,399700000,40501601799,3.033e+09,3.7628e+10,4.1862e+10,2.648e+09,3.33e+08,4.925e+09,1.718e+09,1.04e+08,"Lockheed Martin","Industrials","-96.5","14769.862","2.0",1.7,"4.5","1434.7",3.217e+09,-38.8729892430672
"571",2007,"LMT",96.93,105.54,4.16e+08,40322880000,2.529e+09,3.6186e+10,3.962e+10,1.912e+09,3.81e+08,4.595e+09,1.657e+09,3.4e+07,"Lockheed Martin","Industrials","59.1","14474.227","4.8",0.3,"-0.2","1373.1",3.033e+09,8.8826988548437
"572",2006,"LMT",74.35,99.12,428100000,31829234144,1.825e+09,3.4676e+10,3.7213e+10,2.244e+09,4.29e+08,4.579e+09,1.921e+09,2.02e+08,"Lockheed Martin","Industrials","-25.4","13815.583","6.0",0,"0.2","1375.2",2.529e+09,33.315400134499
"573",2005,"LMT",61.16,74.43,440300000,26928748000,1.266e+09,3.3558e+10,3.5526e+10,1.06e+09,3.96e+08,4.094e+09,1.864e+09,1.5e+07,"Lockheed Martin","Industrials","5.2","13039.197","6.7",0.4,"2.1","1372.2",1.825e+09,21.697187704382
"574",2004,"LMT",46,60.44,443100000,20382600000,1.053e+09,2.9848e+10,3.1824e+10,1.01e+09,2.4e+08,4.039e+09,2.348e+09,1.36e+08,"Lockheed Martin","Industrials","71.8","12217.196","6.6",1.9,"5.5","1344.6",1.266e+09,31.3913043478261
"575",2003,"LMT",47.65,46.91,446500000,21275725893,5e+08,2.4629e+10,2.6578e+10,2.738e+09,0,3.655e+09,2.25e+09,1.365e+09,"Lockheed Martin","Industrials","-20.6","11456.450","4.8",2.4,"6.5","1274.1",1.053e+09,-1.55299055613851
"576",2002,"LMT",59.09,46.22,445100000,26300959000,-1.046e+09,2.2447e+10,2.399e+10,9.12e+08,0,4.049e+09,3.14e+09,8.9e+07,"Lockheed Martin","Industrials","52.1","10929.108","3.3",2,"4.9","1196.7",5e+08,-21.7803350820782
"577",2001,"LMT",35.95,57.51,427400000,15365030427,-5.19e+08,2.2747e+10,2.5329e+10,1.505e+09,0,4.195e+09,3.825e+09,8.94e+08,"Lockheed Martin","Industrials","-53.7","10581.929","3.2",1.2,"3.3","1140.2",-1.046e+09,59.9721835883171
"578",2000,"LMT",20.4375,37.06,402325581,8222529062,3.82e+08,2.3865e+10,2.553e+10,4.55e+08,0,4.348e+09,4.051e+09,5.27e+08,"Lockheed Martin","Industrials","25.8","10250.952","6.4",-0.2,"0.1","1103.7",-5.19e+08,81.3333333333333
"579",1999,"LMT",37.125,18.3475,382300000,14192887500,1.001e+09,2.3914e+10,2.6266e+10,2.85e+08,0,4.178e+09,4.293e+09,1.929e+09,"Lockheed Martin","Industrials","65.9","9631.127","6.3",0.2,"2.0","1102.3",3.82e+08,-50.5791245791246
"580",2021,"LOW",191.320007,0,706890000,135242199748.23,5.835e+09,6.0025e+10,8.9597e+10,4.69e+09,0,0,1.6193e+10,1.112e+09,"Lowe's","Consumer Discretionary","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"581",2020,"LOW",80.419998,164.240002,7.48e+08,60154158504,4.281e+09,4.9205e+10,7.2148e+10,7.16e+08,0,0,1.3179e+10,2.538e+09,"Lowe's","Consumer Discretionary","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",5.835e+09,104.227811594822
"582",2019,"LOW",108.93,113.170001,7.77e+08,84638610000,2.314e+09,4.8401e+10,7.1309e+10,5.11e+08,0,0,1.2561e+10,1.832e+09,"Lowe's","Consumer Discretionary","19.3","21372.582","4.1",0.2,"4.5","3844.3",4.281e+09,3.89240888644083
"583",2018,"LOW",84.589996,105.809999,8.11e+08,68602486756,3.447e+09,4.521e+10,6.8619e+10,5.88e+08,0,0,1.1393e+10,1.431e+09,"Lowe's","Consumer Discretionary","-9.3","20527.159","5.4",0.4,"4.4","3680.4",2.314e+09,25.0857122631854
"584",2017,"LOW",82.040001,89.539999,8.39e+08,68831560839,3.091e+09,4.2553e+10,6.5017e+10,5.58e+08,0,0,1.0458e+10,1.305e+09,"Lowe's","Consumer Discretionary","1.7","19479.623","4.2",0.9,"8.5","3523.9",3.447e+09,9.14187945950902
"585",2016,"LOW",76.5,82.779997,8.8e+08,6.732e+10,2.546e+09,3.8504e+10,5.9074e+10,4.05e+08,0,0,9.458e+09,1.104e+09,"Lowe's","Consumer Discretionary","180.4","18695.106","2.7",1,"7.5","3248.5",3.091e+09,8.20914640522875
"586",2015,"LOW",74.389999,70.110001,9.27e+08,68959529073,2.698e+09,3.6665e+10,5.6223e+10,4.66e+08,0,0,8.911e+09,5.52e+08,"Lowe's","Consumer Discretionary","-3.7","18206.024","3.7",1.5,"7.3","3021.8",2.546e+09,-5.75345887556741
"587",2014,"LOW",49.43,75.959996,9.88e+08,48836840000,2.286e+09,3.4941e+10,5.3417e+10,3.91e+08,0,0,9.127e+09,4.35e+08,"Lowe's","Consumer Discretionary","-49.1","17550.688","4.2",2.1,"10.4","2815.1",2.698e+09,53.6718511025693
"588",2013,"LOW",37.52,50.89,1.059e+09,39733680000,1.959e+09,3.3194e+10,5.0521e+10,5.41e+08,0,0,8.6e+09,4.7e+07,"Lowe's","Consumer Discretionary","-13.8","16843.196","3.6",2,"10.1","2549.6",2.286e+09,35.6343283582089
"589",2012,"LOW",31.38,39,1.15e+09,3.6087e+10,1.839e+09,3.2858e+10,5.0208e+10,1.014e+09,2.86e+08,0,8.355e+09,5.92e+08,"Lowe's","Consumer Discretionary","-40.8","16253.970","4.2",1.5,"15.2","2315.3",1.959e+09,24.282982791587
"590",2011,"LOW",26.74,28.91,1.271e+09,33986540000,2.01e+09,3.1663e+10,4.8815e+10,6.52e+08,4.71e+08,0,8.321e+09,3.6e+07,"Lowe's","Consumer Discretionary","97.1","15599.732","3.7",2.3,"15.4","2010.2",1.839e+09,8.11518324607331
"591",2010,"LOW",24.54,25.92,1.401e+09,34380541401,1.783e+09,3.0757e+10,4.722e+10,6.32e+08,4.25e+08,0,8.249e+09,5.52e+08,"Lowe's","Consumer Discretionary","-44.8","15048.970","3.9",2.5,"6.4","1742.6",2.01e+09,5.6234718826406
"592",2009,"LOW",18.48,24.335,1.462e+09,27017760000,2.195e+09,3.1729e+10,4.823e+10,2.45e+08,4.16e+08,0,8.209e+09,1.021e+09,"Lowe's","Consumer Discretionary","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",1.783e+09,31.6829004329004
"593",2008,"LOW",24.49,15.035,1.457e+09,35681930000,2.809e+09,3.1556e+10,4.8283e+10,2.81e+08,2.49e+08,0,7.611e+09,1.104e+09,"Lowe's","Consumer Discretionary","-96.5","14769.862","2.0",1.7,"4.5","1434.7",2.195e+09,-38.6075949367089
"594",2007,"LOW",31.08,24.62,1.481e+09,46029480000,3.105e+09,3.0729e+10,4.6927e+10,3.64e+08,4.32e+08,0,7.144e+09,1.11e+08,"Lowe's","Consumer Discretionary","59.1","14474.227","4.8",0.3,"-0.2","1373.1",2.809e+09,-20.7850707850708
"595",2006,"LOW",32.09,32.39,1.535e+09,49258150000,2.771e+09,2.8443e+10,4.3243e+10,4.23e+08,4.53e+08,1.8e+07,6.706e+09,3.2e+07,"Lowe's","Consumer Discretionary","-25.4","13815.583","6.0",0,"0.2","1375.2",3.105e+09,0.934870676223114
"596",2005,"LOW",28.095,34.27,1.554e+09,43659628446,2.176e+09,2.4165e+10,3.6464e+10,6.42e+08,1.71e+08,9e+06,5.982e+09,6.3e+08,"Lowe's","Consumer Discretionary","5.2","13039.197","6.7",0.4,"2.1","1372.2",2.771e+09,21.9789998220324
"597",2004,"LOW",27.905,29.25,1.554e+09,43364371554,1.877e+09,2.1231e+10,3.0838e+10,1.446e+09,1.78e+08,1.31e+08,4.584e+09,7.7e+07,"Lowe's","Consumer Discretionary","71.8","12217.196","6.6",1.9,"5.5","1344.6",2.176e+09,4.81992474466941
"598",2003,"LOW",20.565,28.43,1.57e+09,32287051570,1.471e+09,1.8465e+10,2.6491e+10,8.53e+08,2.73e+08,1.72e+08,3.968e+09,7.9e+07,"Lowe's","Consumer Discretionary","-20.6","11456.450","4.8",2.4,"6.5","1274.1",1.877e+09,38.2445903233649
"599",2002,"LOW",21.615,19.6775,1556613757,33646206358,1023262000,15743267000,22111108000,798839000,54389000,165578000,3610776000,159259000,"Lowe's","Consumer Discretionary","52.1","10929.108","3.3",2,"4.9","1196.7",1.471e+09,-8.96368262780476
"600",2001,"LOW",14.36,22.03375,1544196000,22174654560,809871000,13486898000,18778559000,455658000,12871000,160985000,3285370000,292170000,"Lowe's","Consumer Discretionary","-53.7","10581.929","3.2",1.2,"3.3","1140.2",1023262000,53.4383704735376
"601",2000,"LOW",15.125,13.7875,1531192000,23159279000,672795000,11524550000,15905595000,491122000,77670000,147901000,2812361000,152383000,"Lowe's","Consumer Discretionary","25.8","10250.952","6.4",-0.2,"0.1","1103.7",809871000,-8.84297520661157
